full_name, description, language, topics, license_name, stargazers_count, forks_count, homepage, html_url, open_issues_count, name, owner_name, owner_avatar_url, created_at, starred_at, updated_at, pushed_at, fork, archived
"abraunegg/onedrive","#1 Free OneDrive Client for Linux","D","business, linux, microsoft, office-365, office365, onedrive, onedrive-client, onedrive-for-business, onedrive-personal, onedrive-storage, personal","GNU General Public License v3.0",8101,839,"https://abraunegg.github.io/","https://github.com/abraunegg/onedrive",15,"onedrive","abraunegg","https://avatars.githubusercontent.com/u/4956234?v=4","2018-03-14T04:28:28Z","2021-05-12T02:15:57Z","2023-08-12T01:52:38Z","2023-08-07T02:44:40Z",false,false
"xjasonlyu/tun2socks","tun2socks - powered by gVisor TCP/IP stack","Go","docker-image, gfw, go, golang, gvisor, nat, network, proxy, shadowsocks, socks4, socks5, tcpip-stack, tor, tun-device, tun2socks, tunnel, udp, wireguard","GNU General Public License v3.0",2001,287,"","https://github.com/xjasonlyu/tun2socks",14,"tun2socks","xjasonlyu","https://avatars.githubusercontent.com/u/28824352?v=4","2019-07-16T03:25:40Z","2021-05-12T02:15:44Z","2023-08-12T03:42:34Z","2023-08-06T05:44:29Z",false,false
"bufferbandit/silent_cleanup_uac_bypass","Silent Cleanup UAC Bypass POC","PowerShell","",,13,1,,"https://github.com/bufferbandit/silent_cleanup_uac_bypass",0,"silent_cleanup_uac_bypass","bufferbandit","https://avatars.githubusercontent.com/u/19372721?v=4","2019-12-15T12:50:21Z","2021-05-12T02:15:37Z","2022-06-29T04:36:04Z","2019-12-15T12:53:07Z",false,false
"davfeng/security",,"C++","",,7,4,,"https://github.com/davfeng/security",0,"security","davfeng","https://avatars.githubusercontent.com/u/4948853?v=4","2016-03-23T10:08:15Z","2021-05-12T02:15:32Z","2022-06-10T15:05:57Z","2020-12-24T06:33:21Z",false,false
"akemin-dayo/AppSync","Unified AppSync dynamic library for iOS 5 and above.","C","ios, jailbreak, objective-c","Other",883,166,"https://cydia.akemi.ai/?page/ai.akemi.appsyncunified","https://github.com/akemin-dayo/AppSync",9,"AppSync","akemin-dayo","https://avatars.githubusercontent.com/u/1980487?v=4","2014-05-18T07:28:57Z","2021-05-11T01:28:41Z","2023-08-08T20:05:51Z","2023-08-04T03:45:22Z",false,false
"SekoiaLab/Fastir_Collector",,"Python","","GNU General Public License v3.0",492,137,"https://sekoialab.github.io/Fastir_Collector/","https://github.com/SekoiaLab/Fastir_Collector",11,"Fastir_Collector","SekoiaLab","https://avatars.githubusercontent.com/u/6544502?v=4","2015-10-23T09:18:26Z","2021-05-10T12:28:54Z","2023-08-08T19:08:01Z","2021-01-26T08:20:10Z",false,false
"vala-lang/vala-language-server","Code Intelligence for Vala & Genie","Vala","coc, genie, gnome, language-server, neovim, vala, vim, vls, vscode","GNU Lesser General Public License v2.1",257,32,"","https://github.com/vala-lang/vala-language-server",50,"vala-language-server","vala-lang","https://avatars.githubusercontent.com/u/22528420?v=4","2017-07-19T02:41:27Z","2021-05-10T03:04:50Z","2023-08-03T16:55:20Z","2023-05-13T23:04:41Z",false,false
"GNOME/vala","Read-only mirror of https://gitlab.gnome.org/GNOME/vala","Vala","","GNU Lesser General Public License v2.1",782,79,"https://gitlab.gnome.org/GNOME/vala","https://github.com/GNOME/vala",0,"vala","GNOME","https://avatars.githubusercontent.com/u/1801039?v=4","2012-06-03T04:57:48Z","2021-05-10T02:59:58Z","2023-08-12T00:08:16Z","2023-08-11T21:41:34Z",false,false
"smxiazi/NEW_xp_CAPTCHA","xp_CAPTCHA(瞎跑 白嫖版) burp 验证码 识别 burp插件","Java","",,691,121,"","https://github.com/smxiazi/NEW_xp_CAPTCHA",21,"NEW_xp_CAPTCHA","smxiazi","https://avatars.githubusercontent.com/u/30351807?v=4","2021-04-23T12:39:15Z","2021-05-08T21:14:03Z","2023-08-08T02:34:51Z","2022-10-27T08:04:03Z",false,false
"rasa/vmware-tools-patches","Patch and build VMware tools automatically","Shell","","MIT License",1176,208,"https://github.com/rasa/vmware-tools-patches/wiki","https://github.com/rasa/vmware-tools-patches",34,"vmware-tools-patches","rasa","https://avatars.githubusercontent.com/u/220772?v=4","2013-09-17T18:49:42Z","2021-05-08T03:15:20Z","2023-07-25T13:55:09Z","2019-05-21T08:28:24Z",false,false
"geohot/qira","QEMU Interactive Runtime Analyser","C","","MIT License",3767,527,,"https://github.com/geohot/qira",68,"qira","geohot","https://avatars.githubusercontent.com/u/72895?v=4","2014-09-05T15:09:40Z","2021-05-07T18:24:55Z","2023-08-11T10:13:12Z","2022-07-02T21:00:16Z",false,false
"andreafioraldi/frida-js-afl-instr","An example on how to do performant in-memory fuzzing with AFL++ and Frida","JavaScript","",,131,21,"","https://github.com/andreafioraldi/frida-js-afl-instr",1,"frida-js-afl-instr","andreafioraldi","https://avatars.githubusercontent.com/u/16168186?v=4","2019-11-14T16:45:46Z","2021-05-07T06:35:29Z","2023-07-20T02:18:30Z","2019-11-18T13:50:51Z",false,false
"NorthwaveSecurity/fridax","Fridax enables you to read variables and intercept/hook functions in Xamarin/Mono JIT and AOT compiled iOS/Android applications.","JavaScript","ahead-of-time, android, aot, arguments, frida, functions, intercept, ios, jit, just-in-time, modify, mono, variables, xamarin","MIT License",134,22,"","https://github.com/NorthwaveSecurity/fridax",9,"fridax","NorthwaveSecurity","https://avatars.githubusercontent.com/u/44571169?v=4","2020-03-06T09:38:46Z","2021-05-07T06:35:23Z","2023-08-10T00:24:41Z","2023-04-04T09:36:16Z",false,false
"sunoj/jjb","一个帮助你自动申请京东价格保护的chrome拓展","JavaScript","browser-extension, chrome, chrome-extension, firefox, firefox-addon, jd, webextension","Other",3134,450,"https://jjb.im","https://github.com/sunoj/jjb",33,"jjb","sunoj","https://avatars.githubusercontent.com/u/1835150?v=4","2017-10-19T09:29:32Z","2021-05-07T06:33:59Z","2023-08-05T01:17:56Z","2021-10-25T14:07:52Z",false,true
"Ch0pin/medusa","Binary instrumentation framework based on FRIDA","Python","android, android-malware, dynamic-analysis, frida, frida-scripts, frida-snippets, malware, medusa, penetration-testing, pentest","GNU General Public License v3.0",1093,177,"https://github.com/Ch0pin/medusa/wiki","https://github.com/Ch0pin/medusa",6,"medusa","Ch0pin","https://avatars.githubusercontent.com/u/4659186?v=4","2020-06-24T08:21:13Z","2021-05-07T06:32:43Z","2023-08-11T16:29:38Z","2023-08-08T17:26:13Z",false,false
"ttdennis/fpicker","fpicker is a Frida-based fuzzing suite supporting various modes (including AFL++ in-process fuzzing)","C","frida, fuzzer, in-process","MIT License",209,28,"","https://github.com/ttdennis/fpicker",9,"fpicker","ttdennis","https://avatars.githubusercontent.com/u/508198?v=4","2021-02-12T08:14:51Z","2021-05-07T06:32:36Z","2023-07-22T09:44:08Z","2023-03-28T09:11:02Z",false,false
"AFLplusplus/LibAFL","Advanced Fuzzing Library - Slot your Fuzzer together in Rust! Scales across cores and machines. For Windows, Android, MacOS, Linux, no_std, ...","Rust","afl, afl-fuzz, aflplusplus, binary-only, coverage-guided, frida, fuzzing, fuzzing-framework, libafl, rust","Other",1481,206,"","https://github.com/AFLplusplus/LibAFL",81,"LibAFL","AFLplusplus","https://avatars.githubusercontent.com/u/62360046?v=4","2020-10-22T23:53:37Z","2021-05-07T04:36:53Z","2023-08-10T12:33:21Z","2023-08-12T02:34:11Z",false,false
"kubearmor/KubeArmor","Cloud-native Runtime Security Enforcement System. Workload hardening and implementing least-permissive policies made easy. ","Go","bpf, containers, ebpf, hacktoberfest, kernel, kubernetes, lsm, policy, security, system, tool","Apache License 2.0",782,227,"https://kubearmor.io/","https://github.com/kubearmor/KubeArmor",172,"KubeArmor","kubearmor","https://avatars.githubusercontent.com/u/86793284?v=4","2020-11-26T01:59:16Z","2021-05-07T02:49:12Z","2023-08-10T10:00:15Z","2023-08-11T11:00:04Z",false,false
"nnjun/BlackBox","黑盒BlackBox，是一款虚拟引擎，支持5.0～12.0，可以在Android上克隆、运行虚拟应用，拥有免安装运行能力，已集成Xposed框架。黑盒可以掌控被运行的虚拟应用，做任何想做的事情。",,"blackbox, plugin, virtualapp",,612,377,"","https://github.com/nnjun/BlackBox",25,"BlackBox","nnjun","https://avatars.githubusercontent.com/u/26114387?v=4","2021-04-20T00:47:37Z","2021-05-06T12:04:42Z","2023-08-11T03:43:24Z","2022-09-22T09:07:59Z",false,false
"hxhb/HotPatcher","Unreal Engine hot update manage and package plugin.","C++","hotupdate, unreal-engine, unrealengine","MIT License",850,253,"https://imzlp.com/posts/17590/","https://github.com/hxhb/HotPatcher",16,"HotPatcher","hxhb","https://avatars.githubusercontent.com/u/12034244?v=4","2019-11-21T16:52:26Z","2021-05-06T12:04:31Z","2023-08-10T08:40:21Z","2023-07-18T09:11:14Z",false,false
"Accenture/jenkins-attack-framework",,"Python","","MIT License",525,59,,"https://github.com/Accenture/jenkins-attack-framework",0,"jenkins-attack-framework","Accenture","https://avatars.githubusercontent.com/u/10454368?v=4","2021-05-04T20:01:00Z","2021-05-06T12:04:20Z","2023-07-28T18:10:03Z","2021-05-11T13:47:56Z",false,false
"pathtofile/PPLRunner","Run Processes as PPL with ELAM","C","",,120,23,,"https://github.com/pathtofile/PPLRunner",3,"PPLRunner","pathtofile","https://avatars.githubusercontent.com/u/47049312?v=4","2020-12-12T07:30:03Z","2021-05-06T12:04:10Z","2023-08-10T15:44:13Z","2022-03-17T04:48:55Z",false,false
"jdu2600/Windows10EtwEvents","Events from all manifest-based and mof-based ETW providers across Windows 10 versions","C#","",,237,54,,"https://github.com/jdu2600/Windows10EtwEvents",0,"Windows10EtwEvents","jdu2600","https://avatars.githubusercontent.com/u/53329154?v=4","2019-12-29T04:24:29Z","2021-05-06T12:04:07Z","2023-07-29T09:24:42Z","2021-10-26T22:13:35Z",false,false
"PaperMtn/lil-pwny","Fast, offline auditing of Active Directory passwords using Python.","Python","haveibeenpwned, hibp, ntlm-hashes, password-audit, password-safety","GNU General Public License v3.0",140,24,"","https://github.com/PaperMtn/lil-pwny",1,"lil-pwny","PaperMtn","https://avatars.githubusercontent.com/u/50082894?v=4","2020-01-04T17:29:20Z","2021-05-06T12:04:01Z","2023-07-06T14:13:17Z","2023-05-07T15:30:46Z",false,false
"BeyondDimension/SteamTools","🛠「Watt Toolkit」是一个开源跨平台的多功能 Steam 工具箱。","C#","android-app, avalonia, avaloniaui, cross-platform, crossplatform, csharp, dotnet, dotnetcore, ios-app, linux-app, macos-app, mvvm, steam, steamtools, windows-app, wpf, xaml","GNU General Public License v3.0",14503,916,"https://steampp.net","https://github.com/BeyondDimension/SteamTools",554,"SteamTools","BeyondDimension","https://avatars.githubusercontent.com/u/79355691?v=4","2020-12-15T13:52:11Z","2021-05-06T12:03:47Z","2023-08-12T02:58:09Z","2023-08-11T20:03:45Z",false,false
"cfalta/adsec","An introduction to Active Directory security","PowerShell","","BSD 3-Clause ""New"" or ""Revised"" License",623,83,,"https://github.com/cfalta/adsec",0,"adsec","cfalta","https://avatars.githubusercontent.com/u/7213829?v=4","2021-05-01T13:03:32Z","2021-05-06T12:03:18Z","2023-07-29T08:00:28Z","2022-08-22T15:18:20Z",false,false
"D00MFist/Mystikal","macOS Initial Access Payload Generator","Python","","BSD 3-Clause ""New"" or ""Revised"" License",244,33,,"https://github.com/D00MFist/Mystikal",0,"Mystikal","D00MFist","https://avatars.githubusercontent.com/u/17372992?v=4","2021-05-03T14:46:16Z","2021-05-06T12:03:14Z","2023-08-02T06:37:19Z","2023-05-10T15:21:26Z",false,false
"shimmeris/SCFProxy","A proxy tool based on cloud function.","Python","aliyun, aws, proxy, proxypool, reverse-proxy, serverless, tencent-cloud","MIT License",841,254,"","https://github.com/shimmeris/SCFProxy",6,"SCFProxy","shimmeris","https://avatars.githubusercontent.com/u/17252049?v=4","2021-04-18T11:21:43Z","2021-05-06T12:03:01Z","2023-08-11T16:38:46Z","2023-08-08T01:51:26Z",false,false
"Dliv3/DomainBorrowing","Domain Borrowing PoC","C#","","MIT License",203,11,"","https://github.com/Dliv3/DomainBorrowing",0,"DomainBorrowing","Dliv3","https://avatars.githubusercontent.com/u/13077860?v=4","2021-03-30T11:33:51Z","2021-05-06T12:02:56Z","2023-07-12T06:35:10Z","2021-05-06T03:54:57Z",false,false
"jayateertha043/FireOver","A FireBase DataBase TakeOver Tool along with POC Generator","Python","","MIT License",30,9,,"https://github.com/jayateertha043/FireOver",0,"FireOver","jayateertha043","https://avatars.githubusercontent.com/u/26671870?v=4","2020-05-02T15:59:59Z","2021-05-05T08:32:52Z","2023-07-17T19:45:45Z","2021-09-16T12:29:37Z",false,false
"forrest-orr/DoubleStar","A personalized/enhanced re-creation of the Darkhotel ""Double Star"" APT exploit chain with a focus on Windows 8.1 and mixed with some of my own techniques","JavaScript","alpc, apt, chain, cve-2019-17026, cve-2020-0674, darkhotel, double, eop, exploit, firefox, jit, pac, rpc, shellcode, star, wpad","GNU General Public License v3.0",142,30,"https://www.forrest-orr.net/","https://github.com/forrest-orr/DoubleStar",0,"DoubleStar","forrest-orr","https://avatars.githubusercontent.com/u/55118191?v=4","2021-04-09T16:53:11Z","2021-05-05T08:31:32Z","2023-08-08T17:32:19Z","2022-05-23T19:03:07Z",false,false
"deepfence/ThreatMapper","Open source cloud native security observability platform. Linux, K8s, AWS Fargate and more.","Go","cloud-native, cloudsecurity, cnapp, compliance, containers, cspm, cwpp, devops, devsecops, hacktoberfest, kubernetes, observability, registry-scanning, scanning-tool, secops, security-tools, threat-analysis, vulnerability-detection, vulnerability-management, vulnerability-scanners","Apache License 2.0",3887,352,"https://deepfence.io","https://github.com/deepfence/ThreatMapper",211,"ThreatMapper","deepfence","https://avatars.githubusercontent.com/u/35167630?v=4","2020-02-06T10:30:09Z","2021-05-04T18:04:29Z","2023-08-11T17:01:11Z","2023-08-12T01:47:09Z",false,false
"mhaskar/XMLDecoder-payload-generator","A simple python script to generate XML payloads works for XMLDecoder based on ProcessBuilder and Runtime exec","Python","",,148,27,,"https://github.com/mhaskar/XMLDecoder-payload-generator",0,"XMLDecoder-payload-generator","mhaskar","https://avatars.githubusercontent.com/u/6861215?v=4","2020-11-26T22:11:11Z","2021-05-04T18:04:14Z","2023-08-04T05:21:37Z","2020-11-26T22:17:27Z",false,false
"deathmemory/FridaContainer","FridaContainer 整合了网上流行的和自己编写的常用的 frida 脚本，为逆向工作提效之用。 frida 脚本模块化，Java & Jni Trace。","TypeScript","android, frida, fridacontainer, hook, ios, trace",,758,186,"https://bbs.pediy.com/thread-265160.htm","https://github.com/deathmemory/FridaContainer",1,"FridaContainer","deathmemory","https://avatars.githubusercontent.com/u/4038034?v=4","2020-09-20T14:29:53Z","2021-05-02T14:24:08Z","2023-08-10T10:15:37Z","2023-07-27T03:55:02Z",false,false
"batteryshark/pdx","Process Emulation / Isolation, filesystem/registry redirection, etc.","C","",,6,1,"","https://github.com/batteryshark/pdx",0,"pdx","batteryshark","https://avatars.githubusercontent.com/u/1574871?v=4","2021-04-25T00:05:03Z","2021-05-02T14:23:21Z","2021-11-02T02:23:40Z","2021-11-02T02:25:00Z",false,false
"deathmemory/fridaRegstNtv","利用 frida 获取 Jni RegisterNatives 动态注册的函数","TypeScript","frida, registernatives",,267,73,"","https://github.com/deathmemory/fridaRegstNtv",7,"fridaRegstNtv","deathmemory","https://avatars.githubusercontent.com/u/4038034?v=4","2020-03-24T05:11:26Z","2021-05-02T14:22:44Z","2023-08-10T07:05:06Z","2023-03-06T02:29:27Z",false,false
"Metabolix/HackBGRT","Windows boot logo changer for UEFI systems","C","boot, boot-logo-changer, uefi","MIT License",1720,232,,"https://github.com/Metabolix/HackBGRT",52,"HackBGRT","Metabolix","https://avatars.githubusercontent.com/u/603068?v=4","2016-05-11T19:24:11Z","2021-05-02T14:21:08Z","2023-08-11T10:28:40Z","2022-10-01T19:14:41Z",false,false
"meme/limbo","XNU in Linux userspace","C","","BSD 2-Clause ""Simplified"" License",166,5,"","https://github.com/meme/limbo",1,"limbo","meme","https://avatars.githubusercontent.com/u/18178821?v=4","2021-04-30T16:15:15Z","2021-05-02T14:21:03Z","2023-08-09T11:58:09Z","2021-09-30T01:39:58Z",false,true
"ronf/asyncssh","AsyncSSH is a Python package which provides an asynchronous client and server implementation of the SSHv2 protocol on top of the Python asyncio framework.","Python","","Eclipse Public License 2.0",1383,145,"","https://github.com/ronf/asyncssh",12,"asyncssh","ronf","https://avatars.githubusercontent.com/u/1901085?v=4","2013-12-29T03:44:51Z","2021-05-02T14:20:48Z","2023-08-07T06:50:22Z","2023-08-01T03:43:13Z",false,false
"Cr4sh/MicroBackdoor","Small and convenient C2 tool for Windows targets. [ Русский -- значит нахуй! ]","C++","backdoor, c2, malware, python, shellcode, windows","GNU General Public License v3.0",507,126,"","https://github.com/Cr4sh/MicroBackdoor",1,"MicroBackdoor","Cr4sh","https://avatars.githubusercontent.com/u/534534?v=4","2021-05-01T15:45:53Z","2021-05-02T14:20:31Z","2023-08-09T07:25:20Z","2022-03-08T18:44:51Z",false,false
"YinWC/2021hvv_vul","2021hvv漏洞汇总","Python","",,611,240,,"https://github.com/YinWC/2021hvv_vul",0,"2021hvv_vul","YinWC","https://avatars.githubusercontent.com/u/32295807?v=4","2021-04-24T04:08:00Z","2021-05-02T14:20:21Z","2023-08-11T05:41:12Z","2021-04-24T04:17:52Z",false,false
"yy405145590/il2cpphotfix","+ il2cpp hotfix demo","C++","",,17,12,,"https://github.com/yy405145590/il2cpphotfix",1,"il2cpphotfix","yy405145590","https://avatars.githubusercontent.com/u/4313380?v=4","2021-02-04T06:45:11Z","2021-04-29T09:27:35Z","2023-08-07T09:16:54Z","2021-09-30T09:37:09Z",false,false
"AeonLucid/frida-il2cpp","An helper library for those that want to play around with Unity il2cpp games.","TypeScript","frida, il2cpp, unity",,97,12,"","https://github.com/AeonLucid/frida-il2cpp",3,"frida-il2cpp","AeonLucid","https://avatars.githubusercontent.com/u/4643257?v=4","2020-09-05T18:42:26Z","2021-04-29T09:21:32Z","2023-07-03T14:33:19Z","2020-09-06T02:51:12Z",false,false
"yuriufo/Paper_Crawler","使用GitHub Actions，每日定时爬取论文信息","Python","","MIT License",30,19,"","https://github.com/yuriufo/Paper_Crawler",0,"Paper_Crawler","yuriufo","https://avatars.githubusercontent.com/u/30290025?v=4","2021-04-15T14:37:05Z","2021-04-29T09:19:31Z","2023-08-09T00:19:22Z","2023-08-11T22:15:16Z",false,false
"njcx/BlackIPS","开源威胁情报，包含3个组件，2个查询API，1个前端，300万+恶意IP，Go +Redis开发的威胁情报查询API性能良好，恶意IP一直在更新。","PHP","blacklist, firewall-rules, security, threat-intelligence",,110,32,"","https://github.com/njcx/BlackIPS",1,"BlackIPS","njcx","https://avatars.githubusercontent.com/u/18710147?v=4","2021-03-09T09:58:26Z","2021-04-29T09:19:28Z","2023-06-02T01:32:26Z","2022-10-14T09:39:35Z",false,false
"arnaugamez/r2syntia","Integration of Syntia program synthesis tool into the radare2 reverse engineering framework.","C","",,18,4,,"https://github.com/arnaugamez/r2syntia",0,"r2syntia","arnaugamez","https://avatars.githubusercontent.com/u/5301529?v=4","2020-07-15T20:14:54Z","2021-04-29T09:19:20Z","2023-04-20T00:16:51Z","2020-11-15T17:34:00Z",false,false
"Perfare/Zygisk-Il2CppDumper","Using Zygisk to dump il2cpp data at runtime","C","android, il2cpp, reverse-engineering, riru, unity, unity3d, zygisk","MIT License",1545,2844,"","https://github.com/Perfare/Zygisk-Il2CppDumper",20,"Zygisk-Il2CppDumper","Perfare","https://avatars.githubusercontent.com/u/12952226?v=4","2020-07-04T00:19:41Z","2021-04-29T08:35:29Z","2023-08-12T00:14:55Z","2023-08-09T10:42:31Z",false,false
"Baw-Appie/KernBypass",,"Objective-C","","GNU General Public License v3.0",19,8,,"https://github.com/Baw-Appie/KernBypass",3,"KernBypass","Baw-Appie","https://avatars.githubusercontent.com/u/15670271?v=4","2020-06-14T00:56:00Z","2021-04-29T05:23:24Z","2023-05-14T07:40:29Z","2021-04-27T21:50:51Z",false,false
"islamadel/bat2exe","Automatically exported from code.google.com/p/bat2exe","Batchfile","",,211,35,,"https://github.com/islamadel/bat2exe",9,"bat2exe","islamadel","https://avatars.githubusercontent.com/u/1722747?v=4","2015-08-17T08:40:34Z","2021-04-28T14:38:59Z","2023-08-08T18:48:48Z","2021-02-16T11:16:12Z",false,false
"oleavr/android-inject-custom","Example showing how to use Frida for standalone injection of a custom payload","C","","The Unlicense",144,33,,"https://github.com/oleavr/android-inject-custom",2,"android-inject-custom","oleavr","https://avatars.githubusercontent.com/u/735197?v=4","2018-09-05T18:42:59Z","2021-04-28T01:41:17Z","2023-07-23T11:54:53Z","2020-05-26T00:58:31Z",false,false
"Maximus5/ConEmu","Customizable Windows terminal with tabs, splits, quake-style, hotkeys and more","C++","command-line, conemu, console, customizable, shell, terminal, windows","BSD 3-Clause ""New"" or ""Revised"" License",8140,567,"https://conemu.github.io/","https://github.com/Maximus5/ConEmu",1002,"ConEmu","Maximus5","https://avatars.githubusercontent.com/u/1222388?v=4","2011-11-26T19:48:52Z","2021-04-28T01:40:23Z","2023-08-11T07:17:48Z","2023-07-24T00:06:36Z",false,false
"wwh1004/ConfuserExTools","ConfuserEx unpacking tools","C#","","MIT License",130,40,"","https://github.com/wwh1004/ConfuserExTools",4,"ConfuserExTools","wwh1004","https://avatars.githubusercontent.com/u/27536652?v=4","2020-08-23T05:28:03Z","2021-04-27T12:11:45Z","2023-08-11T23:08:54Z","2023-02-27T04:05:17Z",false,false
"undebel/NoFuserEx","Free deobfuscator for ConfuserEx.","C#","","MIT License",337,95,,"https://github.com/undebel/NoFuserEx",13,"NoFuserEx","undebel","https://avatars.githubusercontent.com/u/13470600?v=4","2016-08-24T14:18:10Z","2021-04-27T10:04:27Z","2023-08-11T23:08:07Z","2020-01-25T19:40:39Z",false,false
"Puliczek/CVE-2021-21123-PoC-Google-Chrome","🐱‍💻 👍 Google Chrome - File System Access API - vulnerabilities reported by Maciej Pulikowski | Total Bug Bounty Reward: $5.000 | CVE-2021-21123 and 5 more...","HTML","bugbounty, bugbounty-writeups, bugbountytips, cve, cybersecurity, exploit, hacking, payload, pentesing, pentest, red-team, security, security-writeups, writeups",,164,29,"","https://github.com/Puliczek/CVE-2021-21123-PoC-Google-Chrome",0,"CVE-2021-21123-PoC-Google-Chrome","Puliczek","https://avatars.githubusercontent.com/u/12344862?v=4","2021-03-22T11:53:57Z","2021-04-27T10:04:05Z","2023-08-06T06:27:40Z","2021-03-22T18:24:20Z",false,false
"facebookarchive/stetho","Stetho is a debug bridge for Android applications, enabling the powerful Chrome Developer Tools and much more.","Java","","MIT License",12657,1161,"http://facebook.github.io/stetho/","https://github.com/facebookarchive/stetho",82,"stetho","facebookarchive","https://avatars.githubusercontent.com/u/7560860?v=4","2015-01-22T22:34:10Z","2021-04-27T09:17:31Z","2023-08-10T08:32:54Z","2023-03-23T16:43:08Z",false,true
"ViRb3/magisk-frida","🔐 Run frida-server on boot with Magisk, always up-to-date","Shell","android, exploitation, frida, magisk, reverse-engineering, root, security",,581,82,"","https://github.com/ViRb3/magisk-frida",3,"magisk-frida","ViRb3","https://avatars.githubusercontent.com/u/2650170?v=4","2019-10-04T18:00:15Z","2021-04-27T09:14:56Z","2023-08-09T01:35:42Z","2023-08-11T10:30:57Z",false,false
"AV1080p/logtamper","python修改linux日志","Python","",,117,70,,"https://github.com/AV1080p/logtamper",1,"logtamper","AV1080p","https://avatars.githubusercontent.com/u/21303759?v=4","2016-12-23T08:08:41Z","2021-04-27T09:09:14Z","2023-04-29T06:10:44Z","2017-06-05T18:25:22Z",false,false
"outflanknl/external_c2","POC for Cobalt Strike external C2","C","",,108,32,,"https://github.com/outflanknl/external_c2",0,"external_c2","outflanknl","https://avatars.githubusercontent.com/u/22417563?v=4","2017-09-17T12:07:43Z","2021-04-27T08:57:53Z","2023-03-23T05:23:47Z","2021-09-06T09:39:44Z",false,false
"3gstudent/APT34-Jason","Use to perform Microsoft exchange account brute-force.","C#","",,73,15,"","https://github.com/3gstudent/APT34-Jason",0,"APT34-Jason","3gstudent","https://avatars.githubusercontent.com/u/15814408?v=4","2019-07-31T02:59:12Z","2021-04-27T08:47:35Z","2023-08-05T12:29:48Z","2021-04-17T01:32:21Z",false,false
"3gstudent/Add-Dll-Exports","Use to generate DLL through Visual Studio","C","","BSD 3-Clause ""New"" or ""Revised"" License",19,9,,"https://github.com/3gstudent/Add-Dll-Exports",0,"Add-Dll-Exports","3gstudent","https://avatars.githubusercontent.com/u/15814408?v=4","2017-07-24T01:04:33Z","2021-04-27T08:39:16Z","2023-07-24T20:18:48Z","2017-07-24T01:13:53Z",false,false
"3gstudent/Homework-of-Powershell","powershell codes of my blog.","PowerShell","",,89,27,"","https://github.com/3gstudent/Homework-of-Powershell",0,"Homework-of-Powershell","3gstudent","https://avatars.githubusercontent.com/u/15814408?v=4","2018-08-30T03:14:33Z","2021-04-27T08:37:18Z","2023-07-27T06:17:23Z","2019-12-13T09:13:59Z",false,false
"jschicht/ExtractUsnJrnl","Tool to extract the $UsnJrnl from an NTFS volume","AutoIt","","Other",93,17,"","https://github.com/jschicht/ExtractUsnJrnl",1,"ExtractUsnJrnl","jschicht","https://avatars.githubusercontent.com/u/6486883?v=4","2014-09-10T20:56:42Z","2021-04-27T08:31:30Z","2023-07-28T21:59:28Z","2019-07-30T19:17:18Z",false,false
"3gstudent/Homework-of-Go","Go code examples of my blog.","Go","","BSD 3-Clause ""New"" or ""Revised"" License",47,24,,"https://github.com/3gstudent/Homework-of-Go",2,"Homework-of-Go","3gstudent","https://avatars.githubusercontent.com/u/15814408?v=4","2018-11-11T13:08:16Z","2021-04-27T08:21:14Z","2023-04-28T03:25:40Z","2022-04-25T07:21:34Z",false,false
"drh/lcc","The lcc retargetable ANSI C compiler","C","",,1806,418,"https://drh.github.io/lcc/","https://github.com/drh/lcc",38,"lcc","drh","https://avatars.githubusercontent.com/u/7999?v=4","2010-10-02T18:55:45Z","2021-04-27T08:18:14Z","2023-08-10T02:13:40Z","2022-09-12T23:31:09Z",false,false
"liexusong/linux-source-code-analyze","Linux内核源码分析",,"",,1071,253,"","https://github.com/liexusong/linux-source-code-analyze",3,"linux-source-code-analyze","liexusong","https://avatars.githubusercontent.com/u/110195?v=4","2019-01-10T09:01:35Z","2021-04-27T07:26:50Z","2023-08-11T03:35:37Z","2023-07-25T03:15:18Z",false,false
"wh1t3p1g/tabby","A CAT called tabby ( Code Analysis Tool )","Java","based-on-soot, gadget-chain-discover, java-static-analysis, security-tools","Apache License 2.0",1006,130,"","https://github.com/wh1t3p1g/tabby",7,"tabby","wh1t3p1g","https://avatars.githubusercontent.com/u/16203770?v=4","2020-10-09T11:53:44Z","2021-04-27T07:26:41Z","2023-08-08T01:32:36Z","2023-07-19T13:37:34Z",false,false
"Ramos-dev/graph4code"," 超硬核！使用图数据技术发现软件漏洞","Java","","Apache License 2.0",167,18,"","https://github.com/Ramos-dev/graph4code",3,"graph4code","Ramos-dev","https://avatars.githubusercontent.com/u/30281131?v=4","2020-03-29T02:58:40Z","2021-04-27T07:26:38Z","2023-03-31T00:00:24Z","2021-09-01T18:40:04Z",false,false
"farazsth98/hypervisor_research_notes","Some hypervisor research notes. There is also a useful exploit template that you can use to verify / falsify any assumptions you may make while auditing code, and for exploit development.","C","",,134,15,"","https://github.com/farazsth98/hypervisor_research_notes",0,"hypervisor_research_notes","farazsth98","https://avatars.githubusercontent.com/u/25904081?v=4","2021-04-25T20:09:57Z","2021-04-27T07:26:14Z","2023-07-08T13:39:53Z","2021-04-26T17:43:52Z",false,false
